A1B1C1,A1B1C1,A7B1C1,A1BC,B1C1,A3B3C3,A6B6C6,A1B6C6,A1B1C1,A4,A4,A7,A7,A4,,,C3,A3B3C3,A2B2C2,ABC,A5B6C6,C2,C3,A4B3C5,B5C5,B5C2,A3C4,A,A3C4,B2C5,AC,C4,A4,A,A7C,C4,A,A4B5C4,C,A,C4,C4,B4C1,A11B9C9,A2B2C2,A4B5C5,A2B3C3,A2B1C1,ADBRCR,A3B1C1
A1B1C1,A1B1C1,A2B1C1,A2BC,B1C1,A1B1C1,A5B1C1,A5B4C4,A4B4C4,A2,A3,A5,A2,A2,,,C1,A1B1C1,ABC,A2B2C2,A2B1C1,C1,C1,A2B1C5,B5C5,B5C1,AC1,A2,AC1,B1C1,A2C,C1,A,A4,AC,C1,A3,AB1C1,C,A2,C1,C1,B1C3,A2B1C1,A3B6C6,A2B1C1,A1B3C3,A1B2C2,ADBDCD,A1B1C1
A1B1C1,A1B1C1,A1B1C1,A1B1C1,BC,A1B1C1,A2B1C1,A4B1C1,A4B4C4,A1,A3,A4,A2,A6,,,C1,A1B1C1,ABC,A2B2C2,A2B1C1,C1,C1,A1B1C5,B5C5,B5C1,A1C1,A,A4C1,B1C1,AC1,C,A1,A,A1C1,C,A,A2B1C1,C1,A,C,C1,B1C3,A11B9C9,A6B2C2,A3B1C1,A2B3C3,A2B2C2,ADBDCD,A4B1C1
A1B1C1,A2B1C1,A5B5C5,A2BC,B2C2,A3B5C5,A1B6C6,A1B6C6,A1B2C2,A2,A1,A7,A1,A1,,,C3,A3B11C11,A2B2C2,AB1C1,A5B4C4,C4,C11,A5B11C5,B5C5,B5C2,AC6,A3,AC6,B2C7,A1C,C6,A,A3,AC,C6,A7,AB7C6,C,A4,C6,C2,B6C4,A1B9C9,A2B5C5,A3B3C3,A2B3C3,A2B2C2,ARBDCD,A3B2C2
A1B1C1,A1B1C1,A1B1C1,A1BC,B1C1,A5B1C1,A2B1C1,A4B4C4,A4B4C4,A3,A1,A6,A1,A1,,,C1,A11B1C1,A1BC,A2B2C2,AB1C1,C1,C1,A3B1C5,B5C5,B5C1,A1C1,A,A3C1,B1C1,AC,C1,A1,A,A7C,C1,A,A1B1C1,C,A,C1,C1,B1C3,A7B9C9,A2B2C2,A5B1C1,A1B3C3,A1B1C1,ADBDCD,A2B1C1
A1B1C1,A1B1C1,A1B1C1,A1B1C1,BC,A1B1C1,A1B5C5,A4B5C5,A4B4C4,A1,A3,A4,A1,A5,,,C1,A1B1C1,ABC,A2B2C2,A2B1C1,C1,C1,A1B1C5,B5C5,B5C1,A2C1,A,A4C3,B1C2,AC1,C,A7,A,A7C1,C,A,A7B2C1,C1,A,C,C1,B1C2,A11B11C11,A6B2C2,A2B2C2,A2B3C3,A2B1C1,ADBDCD,A4B1C1
A1B1C1,A1B1C1,A5B1C1,A2B1C1,BC,A5B1C1,A5B6C6,A2B1C1,A2B4C4,A3,A5,A5,A1,A5,,,C1,A3B1C1,A1BC,AB2C2,A5B1C1,C1,C1,A5B1C5,B5C5,B5C2,AC1,A7,AC1,B2C1,A7C1,C,A,A7,AC1,C,A7,AB1C1,C1,A7,C,C1,B1C3,A3B11C11,A6B6C6,A3B1C1,A2B3C3,A2B1C1,ADBDCD,A2B1C1
A1B1C1,A1B1C1,A5B7C7,A1B1C1,BC,A3B3C3,A4B4C4,A2B1C1,A1B1C1,A4,A4,A5,A2,A1,,,C4,A3B3C3,A2B2C2,ABC,A5B6C6,C2,C3,A3B3C5,B5C2,B2C2,A3C4,A,A1C3,B2C3,AC4,C,A3,A,A6C4,C,A,A3B3C7,C4,A,C,C4,B7C2,A10B10C10,A6B2C2,A4B1C1,A2B3C3,A1B1C1,AIBRCR,A1B1C1
A1B1C1,A1B1C1,A1B1C1,A1BC,B1C1,A1B1C1,A6B1C1,A4B2C2,A4B4C4,A1,A1,A4,A3,A3,,,C1,A1B1C1,ABC,A2B2C2,A2B1C1,C1,C1,A5B1C5,B5C5,B5C1,A1C1,A,A1C1,B1C1,AC,C1,A1,A,A1C,C1,A,A1B1C1,C,A,C1,C1,B1C1,A5B3C3,A6B4C4,A5B1C1,A1B3C3,A2B2C2,AIBDCD,A1B1C1
A1B1C1,A1B2C2,A1B1C1,A1B2C2,BC,A1B5C5,A1B5C5,A2B6C6,A3B3C3,A1,A2,A2,A2,A6,,,C1,A1B1C1,ABC,A2B2C2,A2B1C1,C3,C9,A1B9C6,B6C5,B5C1,A1C1,A,A3C4,B1C1,AC1,C,A1,A,A1C1,C,A,A1B1C1,C1,A,C,C1,B1C1,A11B8C8,A6B4C4,A3B4C4,A2B3C3,A2B1C1,ADBDCD,A2B1C1
A1B1C1,A1B1C1,A5B1C1,A1B2C2,BC,A4B1C1,A6B4C4,A2B1C1,A1B4C4,A2,A4,A5,A1,A6,,,C1,A3B1C1,A2BC,AB2C2,A5B1C1,C3,C1,A5B1C5,B5C5,B5C1,A4C1,A,A7C1,B1C1,AC1,C,A3,A,A4C1,C,A,A7B1C1,C1,A,C,C1,B1C1,A9B2C2,A4B2C2,A5B3C3,A2B3C3,A2B1C1,ARBDCD,A3B1C1
A1B1C1,A1B1C1,A7B1C1,A1BC,B1C1,A3B1C1,A5B1C1,A2B4C4,A1B4C4,A4,A4,A3,A4,A5,,,C1,A3B1C1,A2BC,AB2C2,A5B1C1,C1,C1,A2B1C4,B4C6,B6C1,AC1,A3,AC4,B1C7,A4C,C1,A,A4,AC,C7,A1,AB7C1,C,A3,C1,C1,B1C1,A11B11C11,A4B8C8,A4B3C3,A2B3C3,A2B2C2,ARBICI,A3B1C1
A1B1C1,A1B1C1,A1B1C1,A1BC,B1C1,A1B1C1,A1B1C1,A3B1C1,A4B4C4,A1,A1,A4,A1,A7,,,C1,A1B11C11,AB1C1,A2B1C1,A2B3C3,C3,C1,A1B1C5,B5C5,B5C1,A1C1,A,A4C1,B1C1,AC,C1,A1,A,A1C,C1,A,A1B1C1,C,A,C1,C1,B1C2,A11B3C3,A7B2C2,A1B3C3,A2B3C3,A2B2C2,ADBICI,A1B1C1
A1B1C1,A1B2C2,A3B1C1,A1B2C2,BC,A1B1C1,A6B5C5,A3B5C5,A4B2C2,A2,A3,A4,A2,A5,,,C1,A1B1C1,ABC,A1B3C3,A2B2C2,C2,C3,A5B3C5,B5C5,B5C2,AC3,A2,AC3,B2C2,A2C4,C,A,A2,AC3,C,A5,AB2C4,C3,A2,C,C3,B4C2,A11B9C9,A2B2C2,A3B2C2,A2B3C3,A2B1C1,AIBICI,A3B1C1
A1B1C1,A1B1C1,A7B7C7,A1BC,B1C1,A3B3C3,A7B4C4,A4B1C1,A1B1C1,A7,A3,A1,A3,A3,,,C4,A5B3C3,A2B2C2,A1BC,AB6C6,C2,C3,A5B3C4,B4C4,B4C2,A1C3,A,A1C2,B2C2,AC,C3,A4,A,A6C,C3,A,A3B2C3,C,A,C3,C3,B3C4,A11B11C11,A6B2C2,A5B5C5,A2B3C3,A2B2C2,ARBDCD,A2B1C1
A1B1C1,A1B1C1,A5B1C1,A1BC,B3C3,A3B1C1,A7B2C2,A4B4C4,A1B4C4,A7,A4,A3,A4,A1,,,C1,A7B1C1,A2BC,A2B2C2,AB1C1,C4,C1,A5B1C3,B3C3,B3C1,AC1,A6,AC1,B1C4,A6C,C7,A,A7,AC,C4,A4,AB4C7,C,A7,C7,C7,B7C1,A1B11C11,A5B7C7,A5B3C3,A2B2C2,A1B2C2,ARBDCD,A3B3C3
A1B1C1,A1B1C1,A5B6C6,A1BC,B1C1,A3B3C3,A6B7C7,A1B1C1,A4B1C1,A2,A3,A2,A1,A1,,,C4,A3B3C3,A2B2C2,ABC,A5B6C6,C3,C3,A3B3C4,B4C2,B2C2,A4C3,A,A3C3,B2C6,AC,C4,A4,A,A4C,C4,A,A1B6C4,C,A,C3,C4,B4C4,A6B10C10,A2B6C6,A5B4C4,A2B2C2,A1B1C1,ADBRCR,A3B2C2
A1B1C1,A1B1C1,A5B7C7,A1BC,B1C1,A3B3C3,A5B4C4,A4B2C2,A1B1C1,A3,A4,A4,A4,A3,,,C4,A7B3C3,A2B2C2,A2BC,AB6C6,C2,C3,A5B3C2,B2C3,B3C2,A6C3,A,A6C2,B2C2,AC,C4,A3,A,A6C,C3,A,A6B2C4,C,A,C4,C4,B4C1,A7B10C10,A7B5C5,A3B5C5,A2B3C3,A2B1C1,AIBRCR,A2B2C2
A1B1C1,A1B1C1,A6B3C3,A1B1C1,BC,A3B1C1,A6B2C2,A3B4C4,A1B4C4,A4,A4,A3,A2,A1,,,C1,A7B1C1,A2BC,A1B2C2,AB1C1,C4,C11,A5B11C3,B3C4,B4C1,AC2,A6,AC4,B1C4,A6C2,C,A,A4,AC6,C,A6,AB4C7,C7,A6,C,C2,B7C1,A11B11C11,A2B5C5,A4B2C2,A2B2C2,A1B2C2,ADBICI,A5B1C1
A1B1C1,A1B1C1,A5B7C7,A1BC,B1C1,A4B3C3,A4B4C4,A1B1C1,A2B2C2,A4,A4,A2,A1,A6,,,C4,A3B3C3,A2B2C2,ABC,A5B6C6,C3,C3,A2B3C2,B2C3,B3C2,A4C4,A,A2C1,B2C1,AC,C4,A4,A,A4C,C3,A,A4B1C3,C,A,C3,C4,B3C2,A11B11C11,A5B7C7,A5B4C4,A2B3C3,A2B1C1,ARBRCR,A4B1C1
A1B1C1,A1B1C1,A4B4C4,A1B1C1,BC,A5B5C5,A1B2C2,A7B2C2,A1B2C2,A1,A4,A2,A3,A2,,,C2,A8B4C4,A1B1C1,A2BC,AB5C5,C3,C4,A1B4C2,B2C3,B3C1,AC3,A1,AC7,B1C6,A2C3,C,A,A7,AC3,C,A4,AB6C7,C3,A1,C,C7,B7C1,A11B5C5,A6B6C6,A3B3C3,A2B2C2,A2B2C2,ARBDCD,A1B5C5
A1B1C1,A1B1C1,A7B1C1,A2BC,B1C1,A3B1C1,A3B2C2,A2B5C5,A1B4C4,A3,A4,A2,A2,A7,,,C1,A3B1C1,A2BC,AB2C2,A5B1C1,C1,C2,A3B2C3,B3C2,B2C1,A5C2,A,A2C4,B1C7,AC,C2,A3,A,A5C,C1,A,A3B7C1,C,A,C2,C1,B1C1,A9B11C11,A2B2C2,A3B1C1,A2B1C1,A2B2C2,ARBDCD,A2B2C2
A1B1C1,A1B1C1,A7B1C1,A1B1C1,BC,A3B1C1,A6B1C1,A2B4C4,A1B4C4,A4,A1,A2,A4,A5,,,C1,A3B1C1,A2BC,AB2C2,A5B1C1,C1,C1,A5B1C2,B2C2,B2C1,A4C1,A,A1C4,B1C4,AC1,C,A7,A,A4C1,C,A,A4B4C1,C1,A,C,C1,B1C1,A11B9C9,A7B4C4,A5B3C3,A2B2C2,A2B1C1,ARBDCD,A2B1C1
A1B1C1,A1B1C1,A2B7C7,A2BC,B1C1,A2B3C3,A5B4C4,A4B1C1,A4B1C1,A4,A4,A5,A4,A3,,,C4,A9B3C3,A1B2C2,A2BC,AB6C6,C2,C3,A6B3C2,B2C1,B1C2,A2C4,A,A4C4,B2C2,AC,C4,A2,A,A1C,C4,A,A2B2C3,C,A,C3,C4,B3C1,A11B10C10,A2B6C6,A3B4C4,A2B2C2,A2B1C1,ADBRCR,A3B5C5
A1B1C1,A1B1C1,A5B6C6,A1BC,B1C1,A5B5C5,A5B4C4,A2B1C1,A1B1C1,A5,A4,A4,A4,A5,,,C4,A4B11C11,A2B2C2,ABC,A5B5C5,C4,C3,A5B3C4,B4C5,B5C2,A5C4,A,A5C1,B2C7,AC,C4,A3,A,A6C,C4,A,A3B7C7,C,A,C4,C4,B7C4,A11B11C11,A4B2C2,A6B2C2,A2B2C2,A1B1C1,AIBRCR,A2B2C2
A1B1C1,A1B1C1,A3B7C7,A1B1C1,BC,A1B3C3,A2B4C4,A7B2C2,A4B1C1,A2,A1,A4,A1,A6,,,C4,A1B3C3,AB2C2,A2BC,A2B6C6,C2,C3,A5B3C4,B4C3,B3C2,AC3,A1,AC1,B2C1,A1C4,C,A,A1,AC4,C,A4,AB1C4,C4,A1,C,C4,B4C1,A10B11C11,A2B4C4,A1B5C5,A2B3C3,A1B1C1,AIBICI,A2B2C2
A1B1C1,A1B1C1,A4B7C7,A1B1C1,BC,A3B3C3,A6B4C4,A1B1C1,A1B1C1,A6,A4,A3,A4,A6,,,C4,A3B3C3,A2B2C2,ABC,A5B6C6,C2,C3,A3B3C2,B2C2,B2C2,AC4,A4,AC1,B2C4,A3C4,C,A,A4,AC3,C,A2,AB4C4,C4,A4,C,C4,B4C2,A10B11C11,A7B7C7,A3B5C5,A2B2C2,A1B1C1,AIBRCR,A3B2C2
A1B1C1,A1B1C1,A1B5C5,A1BC,B2C2,A1B3C3,A3B4C4,A4B2C2,A3B1C1,A2,A2,A4,A5,A2,,,C4,A11B3C3,A1B2C2,A2BC,AB6C6,C2,C3,A3B3C2,B2C3,B3C2,AC3,A2,AC6,B2C1,A7C,C4,A,A1,AC,C6,A4,AB1C6,C,A1,C3,C3,B6C1,A11B8C8,A2B6C6,A6B5C5,A2B2C2,A2B2C2,ADBICI,A2B5C5
A1B1C1,A1B1C1,A7B7C7,A1B1C1,BC,A3B3C3,A5B4C4,A5B1C1,A1B1C1,A4,A4,A4,A4,A2,,,C3,A3B3C3,A2B2C2,ABC,A5B6C6,C2,C3,A3B3C2,B2C2,B2C2,A4C4,A,A1C1,B2C1,AC4,C,A2,A,A6C4,C,A,A4B1C4,C4,A,C,C4,B4C1,A9B8C8,A7B7C7,A4B3C3,A2B2C2,A2B2C2,ARBRCR,A2B2C2
A1B1C1,A2B1C1,A1B7C7,A2BC,B1C1,A1B3C3,A5B4C4,A4B3C3,A4B1C1,A1,A6,A5,A1,A1,,,C4,A9B3C3,A1B2C2,A2BC,AB6C6,C3,C3,A1B3C5,B5C5,B5C2,AC3,A1,AC1,B2C4,A1C,C4,A,A5,AC,C7,A3,AB4C7,C,A1,C7,C4,B7C4,A1B11C11,A2B3C3,A1B4C4,A3B2C2,A2B1C1,ADBRCR,A1B3C3
A1B1C1,A1B1C1,A5B4C4,A1B1C1,BC,A3B5C5,A6B4C4,A1B2C2,A1B1C1,A3,A4,A2,A2,A7,,,C3,A3B7C7,A2B2C2,AB1C1,A5B7C7,C2,C5,A5B5C2,B2C2,B2C2,A4C2,A,A1C5,B2C3,AC6,C,A4,A,A4C6,C,A,A2B3C6,C6,A,C,C3,B6C3,A11B5C5,A6B4C4,A5B5C5,A2B2C2,A1B1C1,ARBICI,A4B3C3
A1B1C1,A1B1C1,A4B7C7,A1BC,B1C1,A5B3C3,A5B4C4,A1B1C1,A1B1C1,A4,A4,A4,A7,A5,,,C4,A3B3C3,A2B2C2,ABC,A5B6C6,C2,C3,A4B3C3,B3C4,B4C2,A7C4,A,A7C4,B2C7,AC,C3,A4,A,A3C,C4,A,A7B7C7,C,A,C3,C4,B7C4,A7B7C7,A6B8C8,A5B6C6,A2B2C2,A1B1C1,AIBRCR,A2B4C4
A1B1C1,A1B1C1,A7B2C2,A1B1C1,BC,A3B1C1,A6B2C2,A2B4C4,A1B4C4,A4,A4,A5,A5,A5,,,C1,A3B2C2,A2BC,AB2C2,A5B1C1,C3,C1,A5B1C3,B3C2,B2C1,AC1,A3,AC3,B1C4,A3C1,C,A,A3,AC1,C,A2,AB4C1,C1,A3,C,C1,B1C1,A10B11C11,A7B2C2,A5B3C3,A2B2C2,A2B2C2,ARBDCD,A3B2C2
A1B1C1,A1B1C1,A4B6C6,A1B1C1,BC,A5B3C3,A5B6C6,A5B5C5,A4B1C1,A5,A3,A5,A5,A5,,,C4,A5B3C3,A2B2C2,A2BC,AB6C6,C4,C3,A1B3C3,B3C3,B3C2,AC6,A2,AC7,B2C7,A2C3,C,A,A3,AC3,C,A3,AB7C4,C7,A3,C,C7,B4C4,A1B11C11,A5B2C2,A3B4C4,A2B2C2,A1B2C2,AIBRCR,A1B2C2
A1B1C1,A2B1C1,A8B7C7,A2B1C1,BC,A5B3C3,A6B4C4,A6B1C1,A4B2C2,A2,A6,A7,A2,A2,,,C4,A11B3C3,A3B2C2,A3BC,AB6C6,C3,C3,A5B3C2,B2C3,B3C1,AC3,A6,AC1,B1C2,A1C4,C,A,A7,AC3,C,A7,AB2C4,C4,A7,C,C4,B4C1,A11B9C9,A5B6C6,A2B4C4,A2B2C2,A1B1C1,AIBRCR,A1B2C2
A1B1C1,A1B2C2,A1B8C8,A1BC,B2C2,A1B1C1,A1B7C7,A3B7C7,A4B4C4,A1,A1,A2,A1,A3,,,C2,A1B11C11,ABC,A2B3C3,A2B2C2,C2,C11,A1B11C3,B3C3,B3C4,AC7,A2,AC7,B4C7,A1C,C7,A,A1,AC,C7,A2,AB7C7,C,A2,C7,C1,B7C1,A11B1C1,A4B5C5,A1B6C6,A1B2C2,A2B1C1,ADBICI,A2B2C2
A1B1C1,A1B1C1,A4B3C3,A1BC,B2C2,A5B1C1,A2B2C2,A4B3C3,A4B4C4,A2,A3,A4,A1,A5,,,C1,A1B1C1,ABC,A2B2C2,A2B1C1,C3,C1,A3B1C3,B3C2,B2C1,AC1,A6,AC4,B1C4,A6C,C1,A,A3,AC,C1,A4,AB4C1,C,A6,C1,C1,B1C1,A11B9C9,A7B5C5,A3B3C3,A2B2C2,A1B2C2,ARBDCD,A1B1C1
A1B1C1,A2B1C1,A2B1C1,A2BC,B1C1,A1B1C1,A1B1C1,A2B3C3,A1B4C4,A6,A1,A2,A1,A2,,,C1,A1B1C1,ABC,A2B2C2,A2B1C1,C3,C1,A1B1C3,B3C2,B2C1,AC1,A7,AC4,B1C4,A1C,C2,A,A2,AC,C1,A2,AB4C1,C,A2,C1,C1,B1C1,A11B3C3,A1B7C7,A6B1C1,A3B2C2,A2B2C2,AIBDCD,A1B3C3
A1B1C1,A1B1C1,A7B7C7,A1BC,B2C2,A3B3C3,A6B4C4,A2B2C2,A1B1C1,A3,A4,A2,A4,A4,,,C4,A3B3C3,A2B2C2,ABC,A5B6C6,C2,C3,A5B3C2,B2C3,B3C2,A4C4,A,A2C1,B2C1,AC,C4,A4,A,A4C,C3,A,A4B1C4,C,A,C4,C3,B4C1,A11B1C1,A6B2C2,A5B5C5,A2B2C2,A1B1C1,ARBRCR,A2B3C3
A1B1C1,A1B1C1,A1B7C7,A1B1C1,BC,A1B3C3,A6B3C3,A6B1C1,A4B1C1,A1,A6,A6,A1,A2,,,C4,A2B3C3,AB2C2,A2BC,A2B6C6,C2,C3,A5B3C5,B5C2,B2C2,A6C4,A,A3C1,B2C1,AC4,C,A6,A,A6C4,C,A,A6B1C4,C4,A,C,C4,B4C1,A6B10C10,A4B4C4,A4B4C4,A1B2C2,A2B2C2,ADBRCR,A1B1C1
A1B1C1,A1B1C1,A3B1C1,A1BC,B1C1,A1B1C1,A7B1C1,A4B4C4,A4B4C4,A2,A3,A7,A1,A7,,,C1,A1B1C1,ABC,A2B2C2,A2B1C1,C1,C1,A1B1C4,B4C5,B5C1,A5C1,A,A3C4,B1C4,AC,C1,A4,A,A1C,C1,A,A1B4C1,C,A,C1,C1,B1C1,A11B5C5,A7B6C6,A3B1C1,A2B2C2,A1B1C1,AIBDCD,A3B1C1
A1B1C1,A1B1C1,A8B5C5,A1B1C1,BC,A3B3C3,A1B4C4,A4B1C1,A4B1C1,A2,A4,A4,A1,A4,,,C4,A7B3C3,A1B2C2,A2BC,AB6C6,C2,C3,A5B3C2,B2C1,B1C2,A6C4,A,A6C2,B2C1,AC4,C,A6,A,A6C4,C,A,A7B1C4,C4,A,C,C4,B4C1,A5B10C10,A6B4C4,A3B5C5,A2B2C2,A1B1C1,ADBICI,A1B2C2
A1B1C1,A1B1C1,A4B7C7,A1B1C1,BC,A5B3C3,A7B4C4,A3B1C1,A4B5C5,A5,A3,A7,A5,A1,,,C4,A11B3C3,A3B2C2,A3BC,AB6C6,C2,C3,A4B3C2,B2C3,B3C2,AC4,A7,AC5,B2C6,A7C3,C,A,A7,AC6,C,A5,AB6C4,C4,A7,C,C4,B4C1,A11B3C3,A4B4C4,A4B4C4,A5B3C3,A2B1C1,ADBRCR,A3B2C2
A1B1C1,A1B1C1,A4B2C2,A2B1C1,BC,A5B1C1,A5B2C2,A3B4C4,A7B4C4,A3,A4,A3,A4,A5,,,C1,A5B1C1,A1BC,A1B2C2,AB1C1,C1,C1,A5B1C3,B3C2,B2C1,A6C1,A,A6C3,B1C4,AC1,C,A3,A,A6C1,C,A,A6B4C1,C1,A,C,C6,B1C1,A5B9C9,A6B4C4,A3B3C3,A2B2C2,A2B1C1,ADBDCD,A4B1C1
A1B1C1,A1B1C1,A7B3C3,A1BC,B1C1,A3B1C1,A4B2C2,A1B3C3,A1B4C4,A4,A4,A6,A4,A7,,,C2,A3B1C1,A2BC,AB2C2,A5B1C1,C2,C1,A5B1C2,B2C3,B3C1,A7C7,A,A2C2,B1C7,AC,C7,A7,A,A4C,C2,A,A7B7C2,C,A,C7,C7,B2C1,A11B8C8,A6B6C6,A5B1C1,A2B3C3,A1B1C1,AIBDCD,A1B4C4
A1B1C1,A1B1C1,A1B1C1,A1BC,B1C1,A1B1C1,A1B1C1,A4B4C4,A4B4C4,A3,A1,A4,A1,A1,,,C1,A1B1C1,ABC,A2B2C2,A2B1C1,C1,C1,A4B1C3,B3C2,B2C1,AC1,A6,AC4,B1C4,A1C,C1,A,A6,AC,C1,A5,AB4C1,C,A7,C1,C1,B1C1,A11B10C10,A2B4C4,A1B1C1,A2B2C2,A2B2C2,ADBRCR,A1B1C1
A1B1C1,A1B1C1,A1B1C1,A1BC,B1C1,A1B1C1,A1B1C1,A1B4C4,A1B4C4,A1,A1,A1,A1,A6,,,C1,A1B1C1,ABC,A2B2C2,A2B1C1,C1,C1,A1B1C3,B3C3,B3C1,A1C1,A,A3C4,B1C4,AC,C1,A1,A,A1C,C1,A,A1B4C1,C,A,C1,C1,B1C1,A11B3C3,A7B6C6,A1B2C2,A2B2C2,A2B2C2,ADBDCD,A2B1C1
A1B1C1,A2B1C1,A5B7C7,A2BC,B3C3,A3B3C3,A6B3C3,A2B2C2,A2B2C2,A6,A6,A6,A6,A1,,,C4,A3B3C3,A2B1C1,ABC,A5B5C5,C3,C3,A5B3C4,B4C4,B4C3,AC4,A6,AC6,B3C5,A4C,C4,A,A6,AC,C4,A2,AB5C6,C,A4,C4,C4,B6C2,A3B9C9,A6B7C7,A1B4C4,A2B2C2,A2B1C1,ARBRCR,A1B5C5
A1B1C1,A1B1C1,A5B1C1,A1BC,B3C3,A4B3C3,A6B4C4,A5B3C3,A1B3C3,A5,A4,A4,A4,A6,,,C3,A11B3C3,A2B2C2,A1BC,AB6C6,C1,C3,A5B3C2,B2C2,B2C2,A7C3,A,A3C5,B2C5,AC,C3,A7,A,A7C,C6,A,A7B5C3,C,A,C6,C3,B3C1,A11B7C7,A7B4C4,A5B2C2,A2B2C2,A1B2C2,AIBDCD,A4B1C1
